channelId,name,englishName,affiliation,group,subscriptionCount,videoCount,photo
UCQ1zGxHrfEmmW4CPpBx9-qw,Alban Knox 【NIJISANJI EN】,Alban Knox,Nijisanji,Nijisanji EN,467000,150,https://yt3.ggpht.com/rbTGK5bXuub0l3feyx8c780FtoRAtT1KDgqOGQq2wSisQJo17wk9PusEc_ZjUMK_uwZ47LIZiSI=s800-c-k-c0x00ffffff-no-rj
UCSc_KzY_9WYAx9LghggjVRA,Yugo Asuma 【NIJISANJI EN】,Yugo Asuma,Nijisanji,Nijisanji EN,338000,123,https://yt3.ggpht.com/dUDmqz15wCiw7pHG7Qkdzw2iZ0i_7ByJBugyCb4VTa8ebmfsUo3YJuwe6DHmFdCrHh6BPLYc=s800-c-k-c0x00ffffff-no-rj
UCuuAb_72QzK0M1USPMEl1yw,Sonny Brisko 【NIJISANJI EN】,Sonny Brisko,Nijisanji,Nijisanji EN,368000,141,https://yt3.ggpht.com/Z6Pi1VkybXJu7D-yDxlSnL6hlavVbedb3qfkbCHc6zllK-Eo4lCqmNxpxc4XUM0IEFACqpdwsKo=s800-c-k-c0x00ffffff-no-rj
UCdr7nq_t1tm9Fwg1kopmusA,湊依 ヨミナ / Minatoe Yomina,Minatoe Yomina,MAHA5,JP 候補生,728,90,https://yt3.ggpht.com/jedlSmCieHL0TIP0O3g6e22_2u7mtpzQmxW3MdFaqf7aWDijmOjbicHJvzqDy72O6eAiIPYS=s800-c-k-c0x00ffffff-no-rj
UCIFQuGbLFsSduuFpALAj1sw,犬丸 ぽちゃ / Inumaru Pocha,Inumaru Pocha,MAHA5,JP 候補生,1830,144,https://yt3.ggpht.com/UA8liAP5AMqbLZcRsFiBqZbXEfJN3QQpku2s2SN9V83N2REiTSyW5TrCXMmrfXGFaedL0RnV3Q=s800-c-k-c0x00ffffff-no-rj
UCpGnS7rfBp2omHKGEzmKC3w,面椿 No.9 / Menchin No.9,Menchin No.9,MAHA5,JP 候補生,781,101,https://yt3.ggpht.com/btNVZVR49tTCDN5V0YWLhOc8ZAAwGG5bcYhnSPyNY9-DrPc20k0eCHBDS0et1Ydwk8HUMMQ2TA=s800-c-k-c0x00ffffff-no-rj
UCq8ewJ7MMd-sWixhlJ1tWuw,鬼倉 蒼/Onikura Sou,Onikura Sou,MAHA5,JP 候補生,2590,238,https://yt3.ggpht.com/RUQB3pgarqxMrq31CPrTo1BiZNlNgnB7XpG2K4eqE_Bg0ke88LlRzDemUC3eUWjJX_WScZnHT6I=s800-c-k-c0x00ffffff-no-rj
UCQCJfZ3ClRFkf2Pgy5n2_NA,星名レキ🪐⚡Hoshina Reki,Hoshina Reki,MAHA5,JP 候補生,5280,87,https://yt3.ggpht.com/GbvcZQMt7tBLmLpsIpMkpVe_wZFYu-L_mZQ_O2xcv2srw64Lut7kY_GgwDSpwBCJ9UKLGxCL5A=s800-c-k-c0x00ffffff-no-rj
UCRbzJbCE7fDV7D_5Wv8_9Qg,双星 きら / Futaboshi kira,Futaboshi Kira,MAHA5,JP 候補生,1090,159,https://yt3.ggpht.com/SGFHQo6SQBaUF3jMjr1FnrWvPNeb2KnrrTXKMXzi0QcKvOCTFgGk1mr60QR825rqVRcs-OL9diw=s800-c-k-c0x00ffffff-no-rj
UCSygy3LWcUZtFJ15TSbEskQ,難波 あかり / Namba Akari,Namba Akari,MAHA5,JP 候補生,958,94,https://yt3.ggpht.com/bRgGr0-mluyhWu1TAcCkM_IEkyt-fCa9zuln9Yh8st4ChnLGdp_yaiM8QBpoEeMkw0Pw0s_7tmQ=s800-c-k-c0x00ffffff-no-rj
UCXUb2wcPPg7mPMaanF7Q_zw,神々 てと / miwa teto,Miwa Teto,MAHA5,JP 候補生,5470,263,https://yt3.ggpht.com/UrqhvYpMl8tlqSnnHjmjLl6zY-8R645jNKnunzxa4mx3IS00VOg3VnjUQ_SLnEwOZdMdbDwgi5Q=s800-c-k-c0x00ffffff-no-rj
UCFgXWZOUZA2oYHNr6qDmsTQ,Scarle Yonaguni 【NIJISANJI EN】,Scarle Yonaguni,Nijisanji,Nijisanji EN,232000,15,https://yt3.ggpht.com/edhkXCUz7uYPq-urC8UNARgC5_EXFRnuKivplBeYDnmv9AuA-joOOyReDeX_9YF2AHQeCMsS7w=s800-c-k-c0x00ffffff-no-rj
UCKu59gTZ_rdEmerdx5rV4Yg,Ren Zotto 【NIJISANJI EN】,Ren Zotto,Nijisanji,Nijisanji EN,274000,14,https://yt3.ggpht.com/9-JRRUNPn8SanGWeg4zEEqqK14niqROhgUKzAkvuBAx1sOCcTSpG18-uQTn87w0EaH1l9emGCw=s800-c-k-c0x00ffffff-no-rj
UCN68LoM3khS4gdBMiWJO8WA,Aia Amare 【NIJISANJI EN】,Aia Amare,Nijisanji,Nijisanji EN,202000,13,https://yt3.ggpht.com/iyTbryNMFD_eSLJKEw4a-Ft-I1l7HcNzUdNe1GagiHfAh-h2KMNXxT1xwqJNUyjFS7MQRYWbNdo=s800-c-k-c0x00ffffff-no-rj
UCpzxZW5kghGnO5TmAFJQAVw,Aster Arcadia 【NIJISANJI EN】,Aster Arcadia,Nijisanji,Nijisanji EN,225000,15,https://yt3.ggpht.com/PfyW7HnjCKF15WfzvFBLo_vx94y_tZw_jpnjku0GyvZnynSODh2E9aJ0Vi1mlc3R8sF_hXNl-g=s800-c-k-c0x00ffffff-no-rj
UCsb-1aJgiJXJH2feV-zlZRw,Kyo Kaneko 【NIJISANJI EN】,Kyo Kaneko,Nijisanji,Nijisanji EN,201000,13,https://yt3.ggpht.com/jWDEqs41VStqvbssw9Ap5Wj5gq8_ti6BY1xqLyL5sZYbIiceaSgqnk5AW21oHF79sFrlbgqLqLs=s800-c-k-c0x00ffffff-no-rj
UCwaS8_S7kMiKA3izlTWHbQg,Maria Marionette 【NIJISANJI EN】,Maria Marionette,Nijisanji,Nijisanji EN,253000,16,https://yt3.ggpht.com/EZJ0E6UnrsXZKRPGwZQUJHQ4e3y9PkCHInZFzP06lAE6cYN6MXSZL7O5L5jmTRuDPSzbxNty=s800-c-k-c0x00ffffff-no-rj
UCbLgcjfsUaCUgJh9SVit8kw,NIJISANJI ID Official,NIJISANJI ID Official,Nijisanji,Nijisanji ID,92900,135,https://yt3.ggpht.com/ytc/AMLnZu_FmLIN1VoZYc2rF2W7MeQF0vYQimbh4Gijxmz_=s800-c-k-c0x00ffffff-no-rj
UC5qSx7KzdRwbsO1QmJc4d-w,Siska Leontyne 【NIJISANJI / にじさんじ】,Siska Leontyne,Nijisanji,Nijisanji ID,118000,393,https://yt3.ggpht.com/K2L3DbalH5ydGGsBlSBSlonUyrrTmCjsDGiwG92RK8XLMP91mxg0nx1YVpS8RxGktC05tNhf3zo=s800-c-k-c0x00ffffff-no-rj
UC5yckZliCkuaEFbqzLBD7hQ,Reza Avanluna 【NIJISANJI / にじさんじ】,Reza Avanluna,Nijisanji,Nijisanji ID,60300,512,https://yt3.ggpht.com/x6_U4UNDq8xhbp9eKJcFaHpcy9785Y4YwKOg-uBf7lzeOpEBKrc6pFe7cerfu7reBI-lccpQ=s800-c-k-c0x00ffffff-no-rj
UC8Snw5i4eOJXEQqURAK17hQ,Rai Galilei【NIJISANJI / にじさんじ】,Rai Galilei,Nijisanji,Nijisanji ID,44800,227,https://yt3.ggpht.com/WWJbrOgskZOfn4pp4C2qNqVv_ndYNw-zhn56Wg55bMeRHtV2bVCLSVA9qrkY9VOmHtsrU4flHA=s800-c-k-c0x00ffffff-no-rj
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Nijisanji,Nijisanji ID,96100,466,https://yt3.ggpht.com/N2nmnvCeQJmLh2MP_akTut5HvwdXnTkbT5AK0yp1i56OhpdfY9Axi3J0CgPotauKOEUNFJPfcg=s800-c-k-c0x00ffffff-no-rj
UCahgMxSIQ2zIRrPKhM6Mjvg,Mika Melatika【NIJISANJI・にじさんじ】,Mika Melatika,Nijisanji,Nijisanji ID,232000,271,https://yt3.ggpht.com/uem9fHFVZHI0aa-UGkzpGnpNbM6zJyiY6SKp7KO1Sfg8gEAggoBCVyWsKBLAmZhKGwRRaltd=s800-c-k-c0x00ffffff-no-rj
UCHjeZylSgXDSnor8wUnwU_g,Bonnivier Pranaja 【NIJISANJI /  にじさんじ】,Bonnivier Pranaja,Nijisanji,Nijisanji ID,86000,242,https://yt3.ggpht.com/1CBhY2hDEQlX_pqwS4PBfR1WuA-zB1Y8HB6CKUUEDVwxdQ-1-0UcdZX9tfsNcui9L709xyNtZA=s800-c-k-c0x00ffffff-no-rj
UCIBj1-d71vKjRftiauF50pg,Hyona Elatiora【NIJISANJI / にじさんじ】,Hyona Elatiora,Nijisanji,Nijisanji ID,32300,181,https://yt3.ggpht.com/wq0Twc5pH-PrX6pzwZJp3FFrli6ww-LVl0GZSlRQYrAYi8vdNik3sCZHMhZIL6W8OSCzCnlpbA=s800-c-k-c0x00ffffff-no-rj
UCijNnZ-6m8g85UGaRAWuw7g,Nagisa Arcinia【NIJISANJI・にじさんじ】,Nagisa Arcinia,Nijisanji,Nijisanji ID,29000,320,https://yt3.ggpht.com/j-4KF0yi7F4oDvjhhyqxI3-OS5Bxl-e--BVtK7k3v2BXeejv7rVLE0buxso9AIgPjqEZMSgSrQ=s800-c-k-c0x00ffffff-no-rj
UCjFu-9GHnabzSFRAYm1B9Dw,Etna Crimson【NIJISANJI / にじさんじ】,Etna Crimson,Nijisanji,Nijisanji ID,48500,314,https://yt3.ggpht.com/20v6t9tAqXo6QXUjGuowNZaY0XWmnGl8PdyYYL1A5CF5wwYvddjf14RZeNX0vaTa7jXMIoy8qw=s800-c-k-c0x00ffffff-no-rj
UCk5r533QVMgJUdWwqegH2TA,Azura Cecillia Ch.,Azura Cecillia,Nijisanji,Nijisanji ID,55100,460,https://yt3.ggpht.com/vQ4uwdnkDaC1srk9lbdEaoycXASSkFaFCvTRoycKUt590-UH4VIVVUKbPuWgET-qdK5mmmij=s800-c-k-c0x00ffffff-no-rj
UCkL9OLKjIQbKk2CztbpOCFg,Riksa Dhirendra【NIJISANJI】,Riksa Dhirendra,Nijisanji,Nijisanji ID,49900,614,https://yt3.ggpht.com/kSRTvdiS2xDQJK9XJ-BrKS2eEAnvdaduN-uh75zVUm8n95NBrKcYkFOp8mNtlTDzpcjLr4eG-g=s800-c-k-c0x00ffffff-no-rj
UCMzVa7B8UEdrvUGsPmSgyjA,Derem Kado 【にじさんじ / NIJISANJI】,Derem Kado,Nijisanji,Nijisanji ID,34600,412,https://yt3.ggpht.com/fOjpA3tfXtehB4LW9LrAOATD_qEA7JW395dJ4cqfF03biDzTJ3EaRyhamS60l98qmwSJFSH0YA=s800-c-k-c0x00ffffff-no-rj
UCoJ0Ct-jdas4cLPpSp06gZg,Xia Ekavira【NIJISANJI / にじさんじ】,Xia Ekavira,Nijisanji,Nijisanji ID,35300,237,https://yt3.ggpht.com/5HRfVK5PpeHjWQqqcjXyX1sn0kpocDSiq_BrjpsEPEuqPEF0mNcR3pS5unRdrVKMc5-X1Cwt=s800-c-k-c0x00ffffff-no-rj
UCOmjciHZ8Au3iKMElKXCF_g,Miyu Ottavia 【NIJISANJI / にじさんじ】,Miyu Ottavia,Nijisanji,Nijisanji ID,87000,364,https://yt3.ggpht.com/b7YSe2QV6RwE4SpcV4EAO5PdqwxQwHRo-fTbwfxg31ym8-9jSlQLMuJAmVTsDxiyBXT3d8h7TRw=s800-c-k-c0x00ffffff-no-rj
UCoWH3sDpeXG1aXmOxveX4KA,Nara Haramaung【 NIJISANJI / にじさんじ 】,Nara Haramaung,Nijisanji,Nijisanji ID,56900,425,https://yt3.ggpht.com/WhEZbcIGi8ELo-hleCFp63MamLYSEVfW5_5jafl1I0qJtO4LuGp_Xan5AOJV73vKNd4WCzRchw=s800-c-k-c0x00ffffff-no-rj
UCpJtk0myFr5WnyfsmnInP-w,Hana Macchia Ch.【NIJISANJI・にじさんじ】,Hana Macchia,Nijisanji,Nijisanji ID,275000,550,https://yt3.ggpht.com/isd-KRS9dwIgLTDox4bBOq02aNwo0UlODi1Wy-_53qoO0oUL2jhSxY5YX_o6OY-ZtIJ6Hb4E=s800-c-k-c0x00ffffff-no-rj
UCrR7JxkbeLY82e8gsj_I0pQ,Amicia Michella【NIJISANJI / にじさんじ】,Amicia Michella,Nijisanji,Nijisanji ID,82900,564,https://yt3.ggpht.com/ZTQi4DTBA4Y7INWl_5OBK7l4ftx8kXk4qptVGTvTMlvXo1A1hW0oKR-ciyT9dFSNRsr-F3clYg=s800-c-k-c0x00ffffff-no-rj
UCyRkQSuhJILuGOuXk10voPg,Layla Alstroemeria【NIJISANJI / にじさんじ】,Layla Alstroemeria,Nijisanji,Nijisanji ID,62200,496,https://yt3.ggpht.com/NpEV7vfougoGEZ5EzZLpJtCTWLuFf0buZGLfVul_RhffUWnS2LZRh0KbFlzV4mKxfxcXbqFpIRE=s800-c-k-c0x00ffffff-no-rj
UCZ5dNZsqBjBzbBl0l_IdmXg,Taka Radjiman【NIJISANJI / にじさんじ】,Taka Radjiman,Nijisanji,Nijisanji ID,115000,764,https://yt3.ggpht.com/2x2mK0DT_kxKPKjKo1u8lfDtduym7VfpfnbgiQusAyXDb_t4bHhB-8fznwb8FxJLPFMU_RRL=s800-c-k-c0x00ffffff-no-rj
UCPXwReYYAchBkbO6mzLrq9g,Sato Misaki Ch. [CyberLive],Sato Misaki Ch. [CyberLive],Aetheria,Gen 1,2060,0,https://yt3.ggpht.com/cFYajPif8DdAC1BWVXtahCoNOax0As-gTyHXJWEWW2zTlecoBFNy2RbDQjFVkRvz2jXIDnly=s800-c-k-c0x00ffffff-no-rj
UCt4YLAed3VpZnh9mJgkLyCw,Utano Pandora Ch. 歌乃パンドラ [AETHERIA],Utano Pandora Ch. 歌乃パンドラ [AETHERIA],Aetheria,Gen 1,10100,201,https://yt3.ggpht.com/v5XPeU_EI2_CGBfnoKxDRMD9CBVnpCzRmbQknJ-BBHIYzvkF8yzzI67Dy8sAwN_41ExYy2Ja3LI=s800-c-k-c0x00ffffff-no-rj
UCUIAL_OAPtNmlAlKfj-ZuRQ,Momozora Seina Ch. [AETHERIA],Momozora Seina Ch. [AETHERIA],Aetheria,Gen 1,13200,88,https://yt3.ggpht.com/PFmCB28IR3gx-FygeJlUJSm9BDvovSUrApJHnrrcRi1xqafEyQF_0iHAMqBzU_qFfQuIgUPctA=s800-c-k-c0x00ffffff-no-rj
UCStzBFfjwFYb0qSYHnzFZvw,니지산지 / NIJISANJI KR Official,NIJISANJI KR Official,Nijisanji,Nijisanji KR,27700,27,https://yt3.ggpht.com/ytc/AMLnZu-P-hDBr06WXLqv2IgPImCaYPg1pqtqBJ6CN--a=s800-c-k-c0x00ffffff-no-rj
UCpRXCTyNNa-MnjhK6gisnRw,가온 ガオン GAON 【にじさんじ】,Gaon,Nijisanji,Nijisanji KR,31600,514,https://yt3.ggpht.com/nt93BUDwRGz68y1qE9klz3rNpHsUqQPniggUngnQqqIwaxmaIAKeDkLh5tBrahfz2n_8YarUQw=s800-c-k-c0x00ffffff-no-rj
UCUtKkGKef8BYMs3h-3zQm9A,민수하 /Suhaスハ【NIJISANJI】,Suha Min,Nijisanji,Nijisanji KR,114000,453,https://yt3.ggpht.com/K8Ro901w9FqnU6GwIIW4IbtXQdurBg-vlAPiD0dFdVkd5iRF3YwfIpi8iydP2R807VT6z_ZXDg=s800-c-k-c0x00ffffff-no-rj
UC5ek2GWKvUKFgnKSHuuCFrw,ナギ /  Nagi 【にじさんじ】,Nagi So,Nijisanji,Nijisanji KR,72700,361,https://yt3.ggpht.com/0ZlMM0OX42WgMGXlMX0tqYs4y7-uCvKN4VAcktt79Rxg7YwZWMP6ST3Yqt-3QLKv-UzrPK9W1gY=s800-c-k-c0x00ffffff-no-rj
UCmWqYB6y8gSfPONWGspuOWQ,채아라 / Ara Chae 【NIJISANJI KR】,Ara Chae,Nijisanji,Nijisanji KR,23200,1,https://yt3.ggpht.com/7yNwwWIcQKtdtRfOgy5S16Z6_dzwMWU_867YX79DweS8s_wNIJUGvV6_GZrdzVLITH7yKFxwNg=s800-c-k-c0x00ffffff-no-rj
UC1ZV7KBscK0EMoJKFu1DnDg,눈보라 / Bora Nun 【NIJISANJI KR】,Bora Nun,Nijisanji,Nijisanji KR,248000,2,https://yt3.ggpht.com/ytc/AMLnZu_iYl3RRVIDgh6YinA72DJtXbfxGDWrM1COlFE-=s800-c-k-c0x00ffffff-no-rj
UC7hffDQLKIEG-_zoAQkMIvg,明楽 レイ /아키라 레이 / Ray Akira 【にじさんじ】,Ray Akira,Nijisanji,Nijisanji KR,50100,325,https://yt3.ggpht.com/y-WK1cEtNQPv6DjkaR0_GgC_tSxrXE5nobIYvMPgGFmXwrln7MA1dYlWf9vFpdtM81dTrk86UGM=s800-c-k-c0x00ffffff-no-rj
UCClwIqTUn5LDpFucHyaAhHg,イ・ロハ / LeeRoha【にじさんじ】,Roha Lee,Nijisanji,Nijisanji KR,90000,287,https://yt3.ggpht.com/CzsQ3YYPSJbnkFSeRRYKI5sMpoRfpHxn0HGnyqBARI3mS1IuvHeT6uiXSSacQCMr8qNBVbJmw-E=s800-c-k-c0x00ffffff-no-rj
UCCHH0nWYXFZmtDS_4tvMxHQ,ヤン・ナリ / Yang Nari 【にじさんじ】,Nari Yang,Nijisanji,Nijisanji KR,134000,485,https://yt3.ggpht.com/A9aQVbdtGe1jcgupEtiG9CLW27aPPhi6mCIjoKwunxHku93821sd4RfQHQIZdyAoc2pGvCfo=s800-c-k-c0x00ffffff-no-rj
UClS6k3w1sPwlVFqK3-yID5A,ハリ / Ryu Hari 【にじさんじ】,Hari Ryu,Nijisanji,Nijisanji KR,25700,265,https://yt3.ggpht.com/i4_kn-e_cRcJKVtEQ7kWnA7j7KqxU1yRuuXzpKTLSa2myFTthEA-BzYtLM2Bs3ER5aNCTzrkag=s800-c-k-c0x00ffffff-no-rj
UCnzZmBOSrQf2wDBbnsDajVw,ジユ / Jiyu 【にじさんじ】 ,Jiyu Oh,Nijisanji,Nijisanji KR,40100,330,https://yt3.ggpht.com/rdDh1n8jiCLMuWO7YHhDPCehQbGPNqZN7wXvfNQzj1gIY5RwQLx0qaSVb0e_zv3cmA-2Omxf=s800-c-k-c0x00ffffff-no-rj
UCeGendL8CO5RkffB6IFwHow,セフィナ / Seffyna【にじさんじ】,Seffyna,Nijisanji,Nijisanji KR,102000,446,https://yt3.ggpht.com/jtKEMnqzW7TsuiGNbD3cAR4e8F9_Yc7xcKrx5UVFEi9wTFuDHV3wDW0JKKc3wXZ3mOLdXoMOZQ=s800-c-k-c0x00ffffff-no-rj
UCLjx3lqIkYkPCBJop8czJ2A,Ban Hada | NIJISANJI,Ban Hada,Nijisanji,Nijisanji KR,62700,159,https://yt3.ggpht.com/vfZXd4d_VGJ-TzDc46vIqB-LYQu90TOr8Wbuya58sEgSLnQxYK3MnJDHEBNkIGz2aNhLe7vygbw=s800-c-k-c0x00ffffff-no-rj
UCrhhJPNsOqzNIkUfTABoSpg,ハユン / HaYun  【にじさんじ】,Ha Yun,Nijisanji,Nijisanji KR,55000,204,https://yt3.ggpht.com/SlI46iggkaF53hb7CxM2G4jyesmVEBRfl5wBzbJOUQscuinCK4kkDuGZC5xMLV3DwQKesJDd=s800-c-k-c0x00ffffff-no-rj
UCX88Pe54pxbJDSGIyGrzNdg,ナ セラ / Na Sera【にじさんじ】,Na Sera,Nijisanji,Nijisanji KR,30200,209,https://yt3.ggpht.com/BXSqFYY5tcwucFSIm6s63f9YAEJG9bnKl4iTTJW8aWwU7TK_TfHnd5EM7D28--5m7vD-G39FBQ=s800-c-k-c0x00ffffff-no-rj
UC2NtHPaDUA5htYsjVrO8Gng,沙夜Saya-VirtuaReal,Saya,Nijisanji,VirtuaReal (CN),383,1,https://yt3.ggpht.com/aa1nTG1iNA-Arvy-Yw376cIybRZYfgBceUOqNtJaB1IJ_qEmjRrO2KtEGUGhvYCgI0Ifxa13lA=s800-c-k-c0x00ffffff-no-rj
UC8vZcu6W-EJ6UYEy_C31c-A,勺Shaun,Shaun,Nijisanji,VirtuaReal (CN),1530,7,https://yt3.ggpht.com/ytc/AKedOLTTfgbwgaQf0dgrLKoVN8ynF-8dGnQjpvqTJEZ1=s800-c-k-c0x00ffffff-no-rj
UCh00mQw8BCrTbchYWGz4JTQ,星弥Hoshimi-VirtuaReal,Hoshimi,Nijisanji,VirtuaReal (CN),3460,6,https://yt3.ggpht.com/4ELrutPzNnC1DnqF3Z2pnVz_ZDUiTbkMpFOMRdU-dfMePyEmc5M1MF6UBJA7hRbx0zIRg1-6164=s800-c-k-c0x00ffffff-no-rj
UCINqoksO3CQPCt8a-mRe-Ew,茶冷Karon-VirtuaReal,Karon,Nijisanji,VirtuaReal (CN),5800,11,https://yt3.ggpht.com/Syz98DWDsGww7fN44G7vRmddvLLVJ96c5S0UbWrDKnvrZOMv2wBWEXE39we3bb86xTFFqh20cA=s800-c-k-c0x00ffffff-no-rj
UCvQIBipkXlXXVdGga9sn8dw,诺莺Nox-VirtuaReal,Nox,Nijisanji,VirtuaReal (CN),10200,25,https://yt3.ggpht.com/1OWHgcorqrG9Z4Bso7CNraRml3DXBomYRFhtsxQ5yx4omB4vEx4nuZKGLyLlpxBObc0vifiUFg=s800-c-k-c0x00ffffff-no-rj
UC_4UpVnvdG53p3b9VKqTFPQ,Iekushi Chapipi Ch. [AETHERIA],Iekushi Chapipi Ch. [AETHERIA],Aetheria,Gen 2,8170,91,https://yt3.ggpht.com/zYN0CswxxA6r8hU-o-umMkeiVzd9qQgTWQhgI-d6tW_fLMDTVzIQ3vlK1swWUV749cK2x2id-Q=s800-c-k-c0x00ffffff-no-rj
UCDdmoA79bfI8DHDnE_Yy2dg,Oumiya Emma Ch. [AETHERIA],Oumiya Emma Ch. [AETHERIA],Aetheria,Gen 2,63800,119,https://yt3.ggpht.com/UZ38UIPBURy_Tp5sVb5MmZo2zqO_1ZVtG-i2pIC94AZxqzIvcOYQMOEnU46DHMTLzHKqsL6x3A=s800-c-k-c0x00ffffff-no-rj
UCfcizLIjD-OMeWbdeC8UPUw,Menace Ch. [AETHERIA],Menace Ch. [AETHERIA],Aetheria,Gen 2,22000,137,https://yt3.ggpht.com/MVyAODWM9Ip3C5fGJWvLUds0HbYu5DM3iNTAiZ0kEJdC3KWmYdEM8R_sVWWH1Q7zdhRJ-6M41fY=s800-c-k-c0x00ffffff-no-rj
UCKnts8S_hayjQIOXtQKCVIg,Inami Yoki Ch. [AETHERIA],Inami Yoki Ch. [AETHERIA],Aetheria,Gen 2,8170,86,https://yt3.ggpht.com/aLZmGYcMvSnOYHHzRj7g8NRtwpLrCEVuOOYoWvjT_YBIO6VDwD-ViA8L3J8ovlZjxgAV8G9QpQ=s800-c-k-c0x00ffffff-no-rj
UCTM9UNM9o4lYmQpRJp0QL1A,Kurohana Inori Ch. ,Kurohana Inori Ch. ,Aetheria,Gen 2,24200,65,https://yt3.ggpht.com/YQpj9QV6bjae4MzMIg16IG7UgluYnt6q8nUBnHsyiNWMrn83h2xfAhuxw6vCeHgVQQCWY2QBvQ=s800-c-k-c0x00ffffff-no-rj
UC_D2DNy-KUNQJ_NGMppgmyg,JuvveL,JuvveL,Nijisanji,Collab,21300,2,https://yt3.ggpht.com/v2u-XZgaPu1HQqTKqfZIqTHVppwfOOIlOcyCUcpkvioow1iIKutk0-UTO4-or_xSDchwlJRmFw=s800-c-k-c0x00ffffff-no-rj
UCGEMpMpll4otCdnnxQ9paFg,sakuyui ch / さくゆいちゃんねる,SakaYui,Nijisanji,Collab,92700,4,https://yt3.ggpht.com/ZtCG3YcqPbzlesqmIxhWk_igY5InoEHMzzFEYU4lH_EQXgNAWvauojYSTYRNA5eaZwyCYjOG_g=s800-c-k-c0x00ffffff-no-rj
UCwi4P78SVunSYAGrvC9aKcw,ROF-MAO / ろふまおチャンネル【にじさんじ】,ROF-MAO,Nijisanji,Collab,488000,53,https://yt3.ggpht.com/5Z6FfMSHY9KERCDrRvLIQj5wm3imkQOoTCxrnSuvZdhaISQdHZRL7wl5NyYAVr9LH4Ozub7c=s800-c-k-c0x00ffffff-no-rj
UCz6vnIbgiqFT9xUcD6Bp65Q,ChroNoiR,ChroNoiR,Nijisanji,Collab,562000,76,https://yt3.ggpht.com/ytc/AMLnZu9pQ_r_dSnQPNT04DTXDaOAMf3ggG6BjEQY5VA0=s800-c-k-c0x00ffffff-no-rj
UCdrQWcX7XLDSUEh9SAxnyBg,Purin ch. 犬養プリン 【Tsunderia】,Inukai Purin,Tsunderia,Generation 0,34900,228,https://yt3.ggpht.com/u1-8N8ow2XqSaLjUJvd-K44FAvSq-OPzAgIMzzb3LboSb099SARH2vZUlkNDaP-Q8O8gf06y=s800-c-k-c0x00ffffff-no-rj
UCGNxKTqNK3GMjgvgUixJroQ,Urara Ch. 海牛うらら ,Umiushi Urara,Tsunderia,Generation 0,6590,0,https://yt3.ggpht.com/lMhQqFQaUzy1RTvfu7xcYvCYuThhyagEo_iXvq4VSAzU6iuvQHtRnoKsHemlw73vJxCKN2kb-Q=s800-c-k-c0x00ffffff-no-rj
UC1CfXB_kRs3C-zaeTG3oGyg,HAACHAMA Ch 赤井はあと,Akai Haato,Hololive,1st Generation,1370000,807,https://yt3.ggpht.com/B2tq3IQAFxUe9W3MaMc0V62bmlTWCSoTuCk-Y-Ab8yXkZKdIswQhHABZhz2e4YM1-B_Kxen_7w=s800-c-k-c0x00ffffff-no-rj
UCD8HOxPs4Xvsm8H0ZxXGiBw,Mel Channel 夜空メルチャンネル,Yozora Mel,Hololive,1st Generation,742000,331,https://yt3.ggpht.com/I6f2LiL5tEL4ECQhPNJPvBkrf6WrKAS8nheCpTyyQSNKzCwBL2XJSGKxBMc6UNcUr1AR7hrjXw=s800-c-k-c0x00ffffff-no-rj
UCdn5BQ06XqgXoAxIhbqw5Rg,フブキCh。白上フブキ,Shirakami Fubuki,Hololive,1st Generation,1920000,1595,https://yt3.ggpht.com/ytc/AMLnZu94ON3OFLpRg0WSf207MIsGzOIpBLskIT-pWs_2BQ=s800-c-k-c0x00ffffff-no-rj
UCFTLzh12_nrtzqBPsTCqenA,アキロゼCh。Vtuber/ホロライブ所属,Aki Rosenthal,Hololive,1st Generation,694000,622,https://yt3.ggpht.com/ytc/AMLnZu_qlJmoLYrHrNR3wUIw0YfcSGS-ivagX_u7zIZbAQ=s800-c-k-c0x00ffffff-no-rj
UCQ0UDLQCjY0rmuxCDE38FGg,Matsuri Channel 夏色まつり,Natsuiro Matsuri,Hololive,1st Generation,1270000,818,https://yt3.ggpht.com/wIqM7MWDN94PoibzPmeog7WOt8jFKTKZBOBFEbLBaiUAdKLwoqdLC_CN7B7Gby-FWH-076rN=s800-c-k-c0x00ffffff-no-rj
UCHj_mh57PVMXhAUDphUQDFA,HAACHAMA DARKWEB CH,Akai Haato (Sub),Hololive,1st Generation,205000,14,https://yt3.ggpht.com/0aanUg5Kw0OhrZaslpEHEfRbR1Tv7n0gc-NsQHaztVp9eiOD2FcRBc4AliIPzvKWzSDOGQcqNmo=s800-c-k-c0x00ffffff-no-rj
UCLbtM3JZfRTg8v2KGag-RMw,AkiRose Ch.アキ・ローゼンタールSub,Aki Rosenthal (Sub),Hololive,1st Generation,178000,0,https://yt3.ggpht.com/ytc/AMLnZu88VopSRPJYZhJSFuRjA9zweTYTJtMFnTMJNIma=s800-c-k-c0x00ffffff-no-rj
