channelId,name,englishName,affiliation,group,subscriptionCount,videoCount,photo
UCJFZiqLMntJufDCHc6bQixg,hololive ホロライブ - VTuber Group,Hololive VTuber Group,Hololive,,1790000,509,https://yt3.ggpht.com/ytc/AMLnZu-FamPA8ofQShmCKY6njRuT9zfTPeY1399Y9yUs1w=s800-c-k-c0x00ffffff-no-rj
UCfrWoRGlawPQDQxxeIDRP0Q,hololive Indonesia,Hololive Indonesia,Hololive,,339000,69,https://yt3.ggpht.com/ytc/AMLnZu8aac2EJS9DCkeCOaVmv-CFxunb3KbSp5DGQdwpcQ=s800-c-k-c0x00ffffff-no-rj
UCotXwY6s8pWmuWd_snKYjhg,hololive English,Hololive English,Hololive,,516000,34,https://yt3.ggpht.com/ytc/AMLnZu8qlq9NWNSS3MkVGlcPUqdh2wynSXf6a2BfTBeIUA=s800-c-k-c0x00ffffff-no-rj
UCWsfcksUUpoEvhia0_ut0bA,holostars ホロスターズ - VTuber Group,Holostars Official,Hololive,,193000,150,https://yt3.ggpht.com/5Jn_OHkOZhZssXXwWopUQZVwnL16EJivvxTDGqVmp4Cah3nLmVTgZMQmfF-SyuMhtFkncyT9Lw=s800-c-k-c0x00ffffff-no-rj
UCp6993wxpyDPHUpavwDFqgg,SoraCh. ときのそらチャンネル,Tokino Sora,Hololive,,1000000,667,https://yt3.ggpht.com/ytc/AMLnZu-Uc3gukr4oNSY05KL9_N5H6pbOZxq7X7Ce6wzh9A=s800-c-k-c0x00ffffff-no-rj-mo
UCutuOO0MBRhlvUclzFMaO0g,CyberLive,CyberLive,Aetheria,CyberLive,3720,7,https://yt3.ggpht.com/LrjqdW8QJvtY7F_rlvll6YQZFh2ou4tpt3I5yv88A-2CIyotjTA6_dQoaSkm63vhLcPUF4TJKA=s800-c-k-c0x00ffffff-no-rj
UC2hWFlqMew61Jy6A8zu5HzQ,Iku Hoshifuri / 星降いく [PRISM Project],Hoshifuri Iku,PRISM,Generation1,50000,432,https://yt3.ggpht.com/ytc/AMLnZu8OVeXdI4KbZw31WuvDDVXXyWZ9icJI4PYOUswG=s800-c-k-c0x00ffffff-no-rj
UCRWF6QSuklmwY3UJHyVTQ1w,Aoi Tokimori / 時守あおい [PRISM Project],Tokimori Aoi,PRISM,Generation1,21900,338,https://yt3.ggpht.com/ytc/AMLnZu8N4sqA154aEEYco4OtpIAs3FnyfWrL1FGHrpEm=s800-c-k-c0x00ffffff-no-rj
UCZfQRuwSLty74QAj55BaKlA,Meno Ibuki / 伊吹めの [PRISM Project],Ibuki Meno,PRISM,Generation1,18200,489,https://yt3.ggpht.com/ytc/AMLnZu9Km0pT2Buq2QeR04DvNmHHpdl93Jk_BD4YhE8y=s800-c-k-c0x00ffffff-no-rj
UCBJFsaCvgBa1a9BnEaxu97Q,Rita Kamishiro / 神代りた [PRISM Project],Kamishiro Rita,PRISM,Generation2,26300,380,https://yt3.ggpht.com/ytc/AMLnZu8yySmwIEBxHP7NsQiocGwNKdh05aM6LzlQTLrT=s800-c-k-c0x00ffffff-no-rj
UCnYhIk9aGEx_bIgheVjs53w,Luto Araka / 新火ると [PRISM Project],Araka Luto,PRISM,Generation2,69900,285,https://yt3.ggpht.com/ytc/AMLnZu-YKlYlw4iSCBLKj2KVj0kGGRUWP73FyBf50B4O=s800-c-k-c0x00ffffff-no-rj
UC0ZTVxCHkZanT5dnP2FZD4Q,Yura Rikudou / 六道ユラ [PRISM Project],Yura Rikudou,PRISM,Generation3,37900,430,https://yt3.ggpht.com/gPUV89GnxVmawzpWkNuPlLjxQCAIczk1il4RwEUqo2mpYLLnPN98B5eTPJtF0ZZ_qQfcKSA8eio=s800-c-k-c0x00ffffff-no-rj
UCpeRj9-GaLGNUoKdI5I7vZA,Pina Pengin / 辺銀ピナ [PRISM Project],Pina Pengin,PRISM,Generation3,21200,310,https://yt3.ggpht.com/BvQ7bojXcyYy7RoS0jE6JtcTtxnub5XujOZkETphcHGyHfEdZ9NA3B17j2a2OMQU2OVwCf79gw=s800-c-k-c0x00ffffff-no-rj
UCswvd6_YWmd6riRk-8oT-sA,Shiki Miyoshino / 美吉野しき [PRISM Project],Shiki Miyoshino,PRISM,Generation3,127000,376,https://yt3.ggpht.com/g_Atr2SSvap8O_xhC2G4iVcYioLhFntSEgOMzTu1DOsrBKlY6sNbKdTF-MyfqRU1JtMHK389kg=s800-c-k-c0x00ffffff-no-rj
UCw1KNjVqfrJSfcFd6zlcSzA,Nia Suzune / 鈴音にあ [PRISM Project],Nia Suzune,PRISM,Generation3,24200,221,https://yt3.ggpht.com/7QQ7vnkdwS7e8cLY6YYRoLTLftUxQCopsIxE7L9Qd6vXW_TsCjb4YZDVqYTJ3qceAAqWtwQH=s800-c-k-c0x00ffffff-no-rj
UC-JSeFfovhNsEhftt1WHMvg,NIJISANJI EN Official,NIJISANJI EN Official,Nijisanji,Official,602000,423,https://yt3.ggpht.com/Kxrb38fp7HMTvGPBnX2D2SqVNwdlgcva7hn12THBbEaR9_mUBKH7y_yWXFfYJ1TMiQWX6iSV=s800-c-k-c0x00ffffff-no-rj
UCX7YkU9nEeaoZbkVLVajcMg,にじさんじ,Nijisanji,Nijisanji,Official,1120000,1253,https://yt3.ggpht.com/ytc/AMLnZu-9o45x1ZN8S-Zsd-pj18iWZln4nBiAHEiDnp91=s800-c-k-c0x00ffffff-no-rj
UClpOEZoIYhxIY6n5NNGaPbA,Phase Connect,Phase Connect,Phase Connect,Phase Connect,11900,33,https://yt3.ggpht.com/ytc/AMLnZu_U7z1a6E6jThSA6JEaL2CyiEaBrwDDvEq7aJqa=s800-c-k-c0x00ffffff-no-rj
UC8NZiqKx6fsDT3AVcMiVFyA,Tamaki Ch. 犬山たまき / 佃煮のりお,Inuyama Tamaki,Nori Pro,TAMAKI,883000,966,https://yt3.ggpht.com/ccgxjPnCeYO5o6WmTfu6mt9gjWtqF67H3_OpJbjAxPlvbAMIoHxsfLIRNBa-mn-R6rBu8_iLUNY=s800-c-k-c0x00ffffff-no-rj
UCC0i9nECi4Gz7TU63xZwodg,白雪みしろShirayuki Mishiro,Shirayuki Mishiro,Nori Pro,Gen 1,210000,816,https://yt3.ggpht.com/LlnQvqepChbaaKBNi69IT6DzqZtTRgYkVioNIuQRhgpRTmAvvrS4pKftQSWk4qEdUGtbXhb0FQ=s800-c-k-c0x00ffffff-no-rj
UCCXME7oZmXB2VFHJbz5496A,熊谷タクマKumagaya Takuma,Kumagaya Takuma,Nori Pro,Gen 1,57500,68,https://yt3.ggpht.com/zwukbFa_AOmC_C176ce46xel1hxoP7Xbnv6vg3AayenzI8Ia26BTtBM0p0k74NKB1ZYJDAGwFA=s800-c-k-c0x00ffffff-no-rj
UCJCzy0Fyrm0UhIrGQ7tHpjg,愛宮みるくMilk Enomiya,Enomiya Milk,Nori Pro,Gen 1,108000,343,https://yt3.ggpht.com/czgp_vFoedwbEb9eV5rhbJ_QY-OmAdahgB8y12srTmv1XgtxRZ98dIAPuZL-uKuTmCl6mWoKRyE=s800-c-k-c0x00ffffff-no-rj
UCle1cz6rcyH0a-xoMYwLlAg,姫咲ゆずるHimesaki Yuzuru,Himesaki Yuzuru,Nori Pro,Gen 1,102000,71,https://yt3.ggpht.com/RGKeCoXpt-ikhbAarcy4YCFiZdIiJI8i_hRTaycPPPQkiHdTFnGgs-tUAbCEX7GinByICJESIA=s800-c-k-c0x00ffffff-no-rj
UC6oDys1BGgBsIC3WhG1BovQ,Shizuka Rin Official,Shizuka Rin,Nijisanji,Wave 1,354000,1261,https://yt3.ggpht.com/ytc/AMLnZu-tfAtts4zFlXUK0UhJWiZ3mTFZN-vdggHvo_Vkdg=s800-c-k-c0x00ffffff-no-rj
UCD-miitqNY3nyukJ4Fnf4_A,月ノ美兎,Tsukino Mito,Nijisanji,Wave 1,888000,684,https://yt3.ggpht.com/ytc/AMLnZu_PiBydAVTX9hBvDoE-CWqOf6HvSSyKelup2cBH3Q=s800-c-k-c0x00ffffff-no-rj
UCeK9HFcRZoTrvqcUCtccMoQ,渋谷ハジメのはじめ支部,Shibuya Hajime,Nijisanji,Wave 1,148000,1635,https://yt3.ggpht.com/ytc/AMLnZu_ARhy-pO1r--dPPYDDGCmoWBMKuQpiZKjNRBhS=s800-c-k-c0x00ffffff-no-rj
UCLO9QDxVL4bnvRRsz6K4bsQ,勇気ちひろ,Yuuki Chihiro,Nijisanji,Wave 1,629000,1271,https://yt3.ggpht.com/HC0inff8QxW-ez4Wl7ItCqgkmdJmJn2H8ch26-yw0NMXO4soVmU39R8O2dszyS-vRpNkKeouQzU=s800-c-k-c0x00ffffff-no-rj
UCpnvhOIJ6BN-vPkYU9ls-Eg,鈴谷アキの陽だまりの庭,Suzuya Aki,Nijisanji,Wave 1,143000,811,https://yt3.ggpht.com/ytc/AMLnZu_xfQKCs6cjmGDly3qtwHQuFNcWIRGg5531c4pq=s800-c-k-c0x00ffffff-no-rj
UCsg-YqdqQ-KFF0LNk23BY4A,樋口楓【にじさんじ所属】,Higuchi Kaede,Nijisanji,Wave 1,558000,869,https://yt3.ggpht.com/xGQ_-9VQMpoWBMSPlhx6zdQnOTH6ThIVDD5astbuhC49itMZHVqS6fBh3p4a87TioLBsNeftbA=s800-c-k-c0x00ffffff-no-rj
UCvmppcdYf4HOv-tFQhHHJMA,《にじさんじ所属の女神》モイラ,Moira,Nijisanji,Wave 1,138000,420,https://yt3.ggpht.com/ytc/AMLnZu8coG1XpvVC7E4nLq-pvOcWBtuNvSpwRG7pNR9Q=s800-c-k-c0x00ffffff-no-rj
UCYKP16oMX9KKPbrNgo_Kgag,える / Elu【にじさんじ】,Elu the Elf,Nijisanji,Wave 1,285000,1365,https://yt3.ggpht.com/26R8XFV99jxPzHJ_2dYD6yXFtU9tEvgoZaMJpEchRoqDX1ds1Jq7DjKrKhkXxvXKnWKdTem_=s800-c-k-c0x00ffffff-no-rj
UC0g1AE0DOjBYnLhkgoRWN1w,本間ひまわり - Himawari Honma -,Honma Himawari,Nijisanji,Gamers,696000,1215,https://yt3.ggpht.com/ytc/AMLnZu8NPF4wmkcpTtsPQAHAUDisvq--GSqsp9E52Sx4=s800-c-k-c0x00ffffff-no-rj
UC_4tXjqecqox5Uc05ncxpxg,椎名唯華 / Shiina Yuika,Shiina Yuika,Nijisanji,Gamers,593000,1131,https://yt3.ggpht.com/ytc/AMLnZu-M-ap0ro1ZIKYi5XDwG4UPFeszXsL7O5BnxNjZaQ=s800-c-k-c0x00ffffff-no-rj
UC9EjSJ8pvxtvPdxLOElv73w,魔界ノりりむ,Makaino Ririmu,Nijisanji,Gamers,317000,785,https://yt3.ggpht.com/ytc/AMLnZu-oQ78p7kTE2tSWutmH-k6_Y4G4qz7VGOVZqumPxw=s800-c-k-c0x00ffffff-no-rj
UCBi8YaVyZpiKWN3_Z0dCTfQ,赤羽葉子ちゃんねる,Akabane Youko,Nijisanji,Gamers,173000,231,https://yt3.ggpht.com/ytc/AMLnZu9FOQbMfKHvKKSCEaqImv1X0VguIIzLTYglNVjUxg=s800-c-k-c0x00ffffff-no-rj
UCoztvTULBYd3WmStqYeoHcA,笹木咲 / Sasaki Saku,Sasaki Saku,Nijisanji,Gamers,761000,789,https://yt3.ggpht.com/ytc/AMLnZu9vQy7pRF81g5x7gPEaK65rAPHSboot6Psi3InY=s800-c-k-c0x00ffffff-no-rj
UCSFCh5NL4qXrAy9u-u2lX3g,Kuzuha Channel,Kuzuha,Nijisanji,Gamers,1360000,1278,https://yt3.ggpht.com/ytc/AMLnZu_oJc6G74HGVZQvig9Q0d6hriRe2hMdrSjOQgqk9Q=s800-c-k-c0x00ffffff-no-rj
UCspv01oxUFf_MTSipURRhkA,Kanae Channel,Kanae,Nijisanji,Gamers,1060000,2589,https://yt3.ggpht.com/dfCsIDvqaK7K1yIzVFGEq5-1cBAdERky6P4qwqcyXFNLVW1cV-rx7J-Gaj6dUSl2ZaRNPdl0gg=s800-c-k-c0x00ffffff-no-rj
UCBAeKqEIugv69Q2GIgcH7oA,逢魔きららOma Kirara,Ouma Kirara,Nori Pro,Gen 2,56300,362,https://yt3.ggpht.com/lCTqT-ZchKn4uPrRgpCmTNt9tGFYuz6gHeEVpDj-DGdPpmDZBpUb1JuLD-j3raCVckWoG-imIXs=s800-c-k-c0x00ffffff-no-rj
UCIRzELGzTVUOARi3Gwf1-yg,活動終了,Mirutani Nia,Nori Pro,Gen 2,38200,0,https://yt3.ggpht.com/ytc/AKedOLQyEPbKAEFkLRfcRPwK18f-UbbJLVqqKQ3JEU4xZR-WvA=s800-c-k-c0x00ffffff-no-rj
UCLyTXfCZtl7dyhta9Jg3pZg,鬼灯わらべHoozuki Warabe,Hoozuki Warabe,Nori Pro,Gen 2,158000,440,https://yt3.ggpht.com/QUxBOZ26kqXsOt8DpIC36U4J3XGNgqWy2zvZPn7OgMa1f7r3tBT6rXJrDNZdOx29ZShKpbGv=s800-c-k-c0x00ffffff-no-rj
UCxrmkJf_X1Yhte_a4devFzA,胡桃澤ももKurumizawa Momo,Kurumizawa Momo,Nori Pro,Gen 2,52500,392,https://yt3.ggpht.com/FNyYBDP3x5f6VY1CpEkZaXNKGV8pRIQaGuQ_hBRcjJp6UQuYGlymcuB1VtObCP77QoQ-njxx=s800-c-k-c0x00ffffff-no-rj
UC1zFJrfEKvCixhsjNSb1toQ,シスター・クレア -SisterClaire-,Sister Claire,Nijisanji,SEEDS,447000,2037,https://yt3.ggpht.com/ytc/AMLnZu9cJFFnHTxITSaOrNYOWJGbcn3F0Z5UJRX0cn2qNg=s800-c-k-c0x00ffffff-no-rj
UC3lNFeJiTq6L3UWoz4g1e-A,卯月コウ,Uzuki Kou,Nijisanji,SEEDS,232000,579,https://yt3.ggpht.com/ytc/AMLnZu_2mFXZvb1CZO8yG2_srC1dIv5RAWbkvyxcdO5v=s800-c-k-c0x00ffffff-no-rj
UC53UDnhAAYwvNO7j_2Ju1cQ,ドーラ,Dola,Nijisanji,SEEDS,310000,682,https://yt3.ggpht.com/ytc/AMLnZu_WPuuzjD5CTjY8scVVEoHYqiyAmHstkIBj5y457Q=s800-c-k-c0x00ffffff-no-rj
UC6TfqY40Xt1Y0J-N18c85qQ,安土桃,Azuchi Momo,Nijisanji,SEEDS,128000,102,https://yt3.ggpht.com/50JCdIpi9B-ZxDaveVfSyKuvRyj8d2DgLe0sMkd_UxuxN-VcGQ54W4M-6T0wXzJV2TdfAeZglSc=s800-c-k-c0x00ffffff-no-rj
UCbc8fwhdUNlqi-J99ISYu4A,ベルモンド・バンデラス,Belmond Banderas,Nijisanji,SEEDS,418000,953,https://yt3.ggpht.com/ytc/AMLnZu8xVoq-YjpgS0yddxRCP0LKbPRXHSp47OpzvIbK=s800-c-k-c0x00ffffff-no-rj
UCfQVs_KuXeNAlGa3fb8rlnQ,桜凛月,Sakura Ritsuki,Nijisanji,SEEDS,217000,1203,https://yt3.ggpht.com/ytc/AMLnZu_WzS1ovmh6UpUhbOHReX4B0Vx4KVAZaneNOiDs=s800-c-k-c0x00ffffff-no-rj
UChUJbHiTVeGrSkTdBzVfNCQ,ジョー・力一 Joe Rikiichi,Joe Rikiichi,Nijisanji,SEEDS,404000,515,https://yt3.ggpht.com/vU4bFnln7i28MPhPIyCoFZIjhHzsfWEvTImcee1sny8Osi0YNk_XqCnGdJ_x6Wb37h7FoUNKSEQ=s800-c-k-c0x00ffffff-no-rj
UCiSRx1a2k-0tOg-fs6gAolQ,飛鳥ひな【にじさんじ所属】,Asuka Hina,Nijisanji,SEEDS,104000,193,https://yt3.ggpht.com/ytc/AMLnZu_mcDFQPZDN7lUlSPi-mRl3zv9tUEK1foQI33KFWQ=s800-c-k-c0x00ffffff-no-rj
UCjlmCrq4TP1I4xguOtJ-31w,でびでび・でびる,Debidebi Debiru,Nijisanji,SEEDS,504000,976,https://yt3.ggpht.com/ytc/AMLnZu__azXZLpfxPcBrRWwrPn5tZ7RycTB8Bk-Zg79_jw=s800-c-k-c0x00ffffff-no-rj
UCJubINhCcFXlsBwnHp0wl_g,舞元啓介,Maimoto Keisuke,Nijisanji,SEEDS,383000,597,https://yt3.ggpht.com/ytc/AMLnZu9HmojcF5L6UzKeTL5rEO6X3qV6vlpnE9Vql3KP=s800-c-k-c0x00ffffff-no-rj
UCKMYISTJAQ8xTplUPHiABlA,社築,Yashiro Kizuku,Nijisanji,SEEDS,650000,869,https://yt3.ggpht.com/ytc/AMLnZu-f7tsNqwrGLuCZ6kA7w7P-9iEoN2iG470hQttF=s800-c-k-c0x00ffffff-no-rj
UCmeyo5pRj_6PXG-CsGUuWWg,黒井しば【にじさんじの犬】,Kuroi Shiba,Nijisanji,SEEDS,192000,395,https://yt3.ggpht.com/ytc/AMLnZu8XNhbz1clqhwVrx5jG0sERIKEoGk4VY_H5rgDF=s800-c-k-c0x00ffffff-no-rj
UCo7TRj3cS-f_1D9ZDmuTsjw,町田ちま【にじさんじ】,Machita Chima,Nijisanji,SEEDS,531000,389,https://yt3.ggpht.com/ytc/AMLnZu-aaRkqc_YDMLTcdwy8Kz32EFqEbek7CRBcYLqCDQ=s800-c-k-c0x00ffffff-no-rj
UCoM_XmK45j504hfUWvN06Qg,成瀬 鳴 / Naruse Naru【にじさんじ】,Naruse Naru,Nijisanji,SEEDS,118000,584,https://yt3.ggpht.com/tvYMThASe8lsOIO-iNeqd-GmUQyyRzriO3ZHymSBLlevj0hGCnSmF2pFJBrivAM0bnSGzRct8w=s800-c-k-c0x00ffffff-no-rj
UCPvGypSgfDkVe7JG2KygK7A,竜胆 尊 / Rindou Mikoto,Rindou Mikoto,Nijisanji,SEEDS,508000,331,https://yt3.ggpht.com/ytc/AMLnZu89FQWmYPgWbEI37qahaNwWBZV-KKlo1siWGRHg=s800-c-k-c0x00ffffff-no-rj
UCRV9d6YCYIMUszK-83TwxVA,轟京子/kyoko todoroki【にじさんじ】,Todoroki Kyoko,Nijisanji,SEEDS,133000,598,https://yt3.ggpht.com/U-cGSPzDv4uks9oaX3DCE0oeRsI_QzwDtwYt-koDk_7deHb4Wzvl5KKzoh2D5xhpsDeE6b7W=s800-c-k-c0x00ffffff-no-rj
UCRWOdwLRsenx2jLaiCAIU4A,雨森小夜,Amemori Sayo,Nijisanji,SEEDS,158000,73,https://yt3.ggpht.com/ytc/AMLnZu8TaBQ4IZkNQTnmxhK_hApVxQuYyAbvquDUMlCP=s800-c-k-c0x00ffffff-no-rj
UCryOPk2GZ1meIDt53tL30Tw,鈴木勝 / Suzuki Masaru【にじさんじ】,Suzuki Masaru,Nijisanji,SEEDS,256000,556,https://yt3.ggpht.com/VOjZReuLyJl7lSVk_dH7g-cDeQPZT9lCtRFY8nn4GfgGV9t5qozIdFpzKRst6n-OkQFW2sAev24=s800-c-k-c0x00ffffff-no-rj
UCsFn_ueskBkMCEyzCEqAOvg,花畑チャイカ,Hanabatake Chaika,Nijisanji,SEEDS,391000,652,https://yt3.ggpht.com/ytc/AMLnZu8whhWCWIIa8C38WkOQ9Po1-VcaAhsGc2ESIEte=s800-c-k-c0x00ffffff-no-rj
UCt5-0i4AVHXaWJrL8Wql3mw,緑仙 / Ryushen,Ryushen,Nijisanji,SEEDS,563000,465,https://yt3.ggpht.com/oeFiPfvbizpVTzE5FVOF1fNPFwUvu4CukNEk0PVmyLoIBbNAbtCyuYt1Z1P9cE7XoBBslJlp=s800-c-k-c0x00ffffff-no-rj
UCtAvQ5U0aXyKwm2i4GqFgJg,春崎エアル,Harusaki Air,Nijisanji,SEEDS,109000,256,https://yt3.ggpht.com/ytc/AMLnZu-UGB8t-2r3PP8bBewuzwl8ydQtj0kg1SjryVVevg=s800-c-k-c0x00ffffff-no-rj
UCTIE7LM5X15NVugV7Krp9Hw,夢追翔のJUKE BOX,Yumeoi Kakeru,Nijisanji,SEEDS,286000,649,https://yt3.ggpht.com/ytc/AMLnZu8gugJg3MtiqBIxbnvoCr0mJDKH4S4Jb4DV5Ys3=s800-c-k-c0x00ffffff-no-rj
UCTi_rzf5QIkXjhJjkbcAdTg,緑仙のゲームちゃんねる,Ryushen (Gaming),Nijisanji,SEEDS,88000,57,https://yt3.ggpht.com/qo2vD1HkSJdMWUIQaxhbPyFGorhzG1bwmE_RRu6iz_-CJFGmZku96iJUsoDbWpVNmwwgs74lUA=s800-c-k-c0x00ffffff-no-rj
UCV5ZZlLjk5MKGg3L0n0vbzw,鷹宮リオン / Rion Takamiya,Takamiya Rion,Nijisanji,SEEDS,451000,1449,https://yt3.ggpht.com/ytc/AMLnZu-3gpng6sWIGwlufZQ1cunMsdOKQXYEhVSI253k=s800-c-k-c0x00ffffff-no-rj
UCvzVB-EYuHFXHZrObB8a_Og,矢車りね - Rine Yaguruma -,Yaguruma Rine,Nijisanji,SEEDS,80000,114,https://yt3.ggpht.com/ytc/AMLnZu9KxxyaQTutdhivZDkN80nJORTHcRdzkpzhPYQN=s800-c-k-c0x00ffffff-no-rj
UCWz0CSYCxf4MhRKPDm220AQ,神田笑一 / Kanda Shoichi【 にじさんじ 】,Kanda Shoichi,Nijisanji,SEEDS,232000,1524,https://yt3.ggpht.com/OhYM2mgndmsXa4U7iDAh5hF3a2T7QoHOViOZ10GqgnQJv0XF8eQZZH6qMxP4PPj-wKzyks-z=s800-c-k-c0x00ffffff-no-rj
UC48jH1ul-6HOrcSSfoR02fQ,Yuhi Riri Official,Yuuhi Riri,Nijisanji,Wave 2,246000,676,https://yt3.ggpht.com/A5StWULqnF31ZbuUOD5XVuVLMa6mCxWLrhhOA1MPpI1M9CF0HFrjuPY5jx-OUPuvADsFTnkdvw=s800-c-k-c0x00ffffff-no-rj
UCBiqkFJljoxAj10SoP2w2Cg,文野環【にじさんじの野良猫】ふみのたまき,Fumino Tamaki,Nijisanji,Wave 2,324000,482,https://yt3.ggpht.com/ytc/AMLnZu90oOv57cmXtKussPniA6m52rz2gaMcAAzpF9-x=s800-c-k-c0x00ffffff-no-rj
UC_GCs6GARLxEHxy1w40d6VQ,家長むぎ【にじさんじ所属】,Ienaga Mugi,Nijisanji,Wave 2,173000,153,https://yt3.ggpht.com/JsGHjJ8FllPGOF2DAZ_1_J2dwn156Q-zOQ0tDS6lrakhiyGVIsbiUWEawOgDYYCvqWR3U-ct=s800-c-k-c0x00ffffff-no-rj
UCmUjjW5zF1MMOhYUwwwQv9Q,宇志海いちご,Ushimi Ichigo,Nijisanji,Wave 2,163000,444,https://yt3.ggpht.com/ytc/AMLnZu9qoy5b7peJ5NAIc4lEFYo2_oo3w9L8UK-j85jS=s800-c-k-c0x00ffffff-no-rj
UCt0clH12Xk1-Ej5PXKGfdPA,♥️♠️物述有栖♦️♣️,Mononobe Alice,Nijisanji,Wave 2,249000,520,https://yt3.ggpht.com/ytc/AMLnZu88DDz4yTlKziQ3CGOS0FosJSz3zxT7cjiFm4ja=s800-c-k-c0x00ffffff-no-rj
UCtpB6Bvhs1Um93ziEDACQ8g,森中花咲,Morinaka Kazaki,Nijisanji,Wave 2,277000,388,https://yt3.ggpht.com/ytc/AMLnZu-tH6gAnzNESrRPXdwzAkKUzdmRufD2B2Z0V7gj1g=s800-c-k-c0x00ffffff-no-rj
UCUzJ90o1EjqUbk2pBAy0_aw,Gilzaren III Season 2,Gilzaren III,Nijisanji,Wave 2,129000,41,https://yt3.ggpht.com/ytc/AMLnZu91o2jNqQNGTKZzJdsKE8CVHFO8d8AdjqfxNpwavA=s800-c-k-c0x00ffffff-no-rj
UCv1fFr156jc65EMiLbaLImw,剣持刀也,Kenmochi Toya,Nijisanji,Wave 2,703000,382,https://yt3.ggpht.com/x1tY-OBu8vyQlfqX8wFQoxRRjV_73T72p3i14nq0BDiiC2jvJY7r6UiixVc5fPDB9Ur4L9aTRA=s800-c-k-c0x00ffffff-no-rj
UCwokZsOK_uEre70XayaFnzA,鈴鹿詩子 Utako Suzuka,Suzuka Utako,Nijisanji,Wave 2,543000,748,https://yt3.ggpht.com/ZdU0mQTwpOUTW6COr5JZjBb_VLTBShB-yDvR3v0eMz1_MQrQiMYyCk5QYFgM8SJ2lAaRortAHNo=s800-c-k-c0x00ffffff-no-rj
UCXU7YYxy_iQd3ulXyO-zC2w,伏見ガク【にじさんじ所属】,Fushimi Gaku,Nijisanji,Wave 2,232000,563,https://yt3.ggpht.com/ytc/AMLnZu9NRz9wjYoDcR2d3MHff_pjpC1OoygNnScCsOpUvg=s800-c-k-c0x00ffffff-no-rj
UC0WwEfE-jOM2rzjpdfhTzZA,愛園 愛美/Aizono Manami,Aizono Manami,Nijisanji,Wave 2019,174000,536,https://yt3.ggpht.com/DvgBqgxfKUSEdFjGMT63QJlpMHbPGR_o6A8V2fzyfxWLlYcEf9fZqB5uPfP5eCqnKQsId98lug=s800-c-k-c0x00ffffff-no-rj
UC1QgXt46-GEvtNjEC1paHnw,グウェル・オス・ガール / Gwelu Os Gar 【にじさんじ】,Gwelu Os Gar,Nijisanji,Wave 2019,423000,577,https://yt3.ggpht.com/ytc/AMLnZu9l7YXqthb4Z0azIE4ohwAL90hxjFWmsA9K7Wj1gg=s800-c-k-c0x00ffffff-no-rj
UC2OacIzd2UxGHRGhdHl1Rhw,早瀬 走 / Hayase Sou【にじさんじ所属】,Hayase Sou,Nijisanji,Wave 2019,215000,454,https://yt3.ggpht.com/SJjXxi2R2ppUHwCghUPfkxHo9QMwBI_NOooanvCPx4jBoxfBasLoSSQ-0yqMuP1GPd_yNkzw=s800-c-k-c0x00ffffff-no-rj
UC6wvdADTJ88OfIbJYIpAaDA,不破 湊 / Fuwa Minato【にじさんじ】,Fuwa Minato,Nijisanji,Wave 2019,617000,736,https://yt3.ggpht.com/ytc/AMLnZu9sv_HUtwZPWFy1XRpzApKaPrmATcBidXIB4g4TFQ=s800-c-k-c0x00ffffff-no-rj
UC8C1LLhBhf_E2IBPLSDJXlQ,健屋花那【にじさんじ】KanaSukoya,Sukoya Kana,Nijisanji,Wave 2019,474000,534,https://yt3.ggpht.com/ytc/AMLnZu8LJ2FjXNATnhclWrn1EQYf9ZXW4BqsCFrADGWKNw=s800-c-k-c0x00ffffff-no-rj
UC9V3Y3_uzU5e-usObb6IE1w,星川サラ / Sara Hoshikawa,Hoshikawa Sara,Nijisanji,Wave 2019,811000,790,https://yt3.ggpht.com/ytc/AMLnZu95eN3SZNKfxICWpibQe1er_SW3lWn1vvXq7WDj=s800-c-k-c0x00ffffff-no-rj
UCb5JxV6vKlYVknoJB8TnyYg,黛 灰 / Kai Mayuzumi【にじさんじ】,Mayuzumi Kai,Nijisanji,Wave 2019,706000,603,https://yt3.ggpht.com/ytc/AMLnZu-xGw49daCDNSCxd-f8W4QIGBbjlf4Kcg9cQmA8=s800-c-k-c0x00ffffff-no-rj
UCb6ObE-XGCctO3WrjRZC-cw,ルイス・キャミー,Luis Cammy,Nijisanji,Wave 2019,203000,620,https://yt3.ggpht.com/gghM-wAirsl3aNr2OXwLGCuTJ_8s8PQiYYgOmZCkx--QKR0mmFWTWETca2cA0tBSOMutkVkoXg=s800-c-k-c0x00ffffff-no-rj
UCCVwhI5trmaSxfcze_Ovzfw,夢月ロア🌖Yuzuki Roa,Yuzuki Roa,Nijisanji,Wave 2019,353000,364,https://yt3.ggpht.com/ytc/AMLnZu-eAaZzukS2tIR2ijdjHl_j9tdVJFtAs7ZzmmO2Pg=s800-c-k-c0x00ffffff-no-rj
UCdpUojq0KWZCN9bxXnZwz5w,アルス・アルマル -ars almal- 【にじさんじ】,Ars Almal,Nijisanji,Wave 2019,659000,952,https://yt3.ggpht.com/ytc/AMLnZu9uzveq5p5L5dTYquR-y_p9UsE1cSuYx6LoU4Ab=s800-c-k-c0x00ffffff-no-rj
